ID,Class
0,siren
1,street_music
2,drilling
3,siren
4,dog_bark
10,street_music
11,drilling
12,gun_shot
15,dog_bark
20,engine_idling
22,air_conditioner
24,air_conditioner
26,engine_idling
27,siren
36,siren
37,jackhammer
38,street_music
40,jackhammer
43,siren
44,children_playing
45,jackhammer
46,engine_idling
47,air_conditioner
48,car_horn
50,siren
52,gun_shot
54,children_playing
56,children_playing
57,drilling
59,gun_shot
63,drilling
65,street_music
67,children_playing
71,dog_bark
74,street_music
76,jackhammer
77,air_conditioner
78,dog_bark
81,jackhammer
83,car_horn
84,street_music
88,car_horn
90,siren
92,siren
93,street_music
97,dog_bark
100,air_conditioner
103,air_conditioner
104,jackhammer
116,drilling
118,street_music
119,drilling
120,street_music
121,jackhammer
123,drilling
125,engine_idling
128,jackhammer
130,drilling
131,car_horn
132,street_music
136,drilling
137,jackhammer
138,drilling
139,dog_bark
140,jackhammer
146,drilling
148,car_horn
153,jackhammer
159,siren
160,dog_bark
163,dog_bark
164,dog_bark
170,dog_bark
171,engine_idling
172,children_playing
174,children_playing
175,gun_shot
176,car_horn
178,jackhammer
179,drilling
185,street_music
187,drilling
188,engine_idling
189,children_playing
192,air_conditioner
193,air_conditioner
197,children_playing
200,jackhammer
202,gun_shot
208,drilling
211,siren
213,siren
214,street_music
215,dog_bark
216,drilling
218,dog_bark
219,drilling
221,dog_bark
222,jackhammer
224,dog_bark
226,air_conditioner
227,engine_idling
228,engine_idling
230,street_music
232,jackhammer
233,children_playing
239,drilling
245,dog_bark
246,siren
247,street_music
248,siren
249,siren
250,children_playing
252,dog_bark
253,siren
255,children_playing
260,children_playing
261,gun_shot
263,jackhammer
264,air_conditioner
269,jackhammer
270,drilling
271,drilling
272,drilling
275,jackhammer
276,dog_bark
277,children_playing
278,jackhammer
280,street_music
282,street_music
285,jackhammer
286,siren
299,children_playing
300,car_horn
303,drilling
304,dog_bark
306,children_playing
307,drilling
308,street_music
309,siren
312,air_conditioner
314,street_music
315,jackhammer
316,jackhammer
317,street_music
318,car_horn
319,street_music
322,siren
323,jackhammer
327,dog_bark
328,air_conditioner
329,car_horn
330,street_music
331,dog_bark
336,drilling
338,dog_bark
339,street_music
342,children_playing
346,car_horn
347,siren
348,children_playing
349,car_horn
350,air_conditioner
351,drilling
352,engine_idling
353,engine_idling
354,street_music
355,drilling
357,drilling
359,air_conditioner
360,children_playing
363,jackhammer
364,dog_bark
367,gun_shot
369,jackhammer
370,dog_bark
371,siren
372,children_playing
374,dog_bark
376,drilling
377,car_horn
380,drilling
381,jackhammer
382,engine_idling
385,siren
386,engine_idling
388,siren
391,siren
392,street_music
394,street_music
396,siren
397,siren
401,children_playing
402,jackhammer
406,air_conditioner
408,engine_idling
412,engine_idling
413,dog_bark
414,jackhammer
417,jackhammer
418,gun_shot
419,car_horn
423,children_playing
427,siren
428,drilling
429,air_conditioner
430,siren
435,street_music
436,air_conditioner
437,engine_idling
440,children_playing
442,dog_bark
444,car_horn
446,siren
449,dog_bark
450,street_music
455,siren
456,drilling
457,children_playing
459,engine_idling
461,drilling
464,street_music
467,siren
468,siren
470,drilling
471,air_conditioner
472,gun_shot
479,street_music
482,dog_bark
485,children_playing
488,car_horn
489,children_playing
491,jackhammer
493,car_horn
495,street_music
497,drilling
498,street_music
506,drilling
507,dog_bark
509,children_playing
511,children_playing
515,street_music
516,dog_bark
520,siren
522,children_playing
523,gun_shot
527,street_music
532,siren
533,drilling
534,air_conditioner
540,dog_bark
547,street_music
549,street_music
551,car_horn
554,drilling
559,engine_idling
560,children_playing
561,air_conditioner
562,siren
564,dog_bark
565,children_playing
566,children_playing
567,air_conditioner
568,drilling
569,jackhammer
570,drilling
571,car_horn
572,children_playing
573,drilling
575,siren
576,street_music
579,siren
580,street_music
583,dog_bark
584,gun_shot
586,engine_idling
587,engine_idling
589,dog_bark
590,street_music
593,children_playing
597,jackhammer
598,siren
599,jackhammer
600,street_music
603,street_music
605,gun_shot
606,children_playing
610,children_playing
613,siren
619,street_music
624,dog_bark
629,siren
635,drilling
636,children_playing
643,siren
645,car_horn
646,street_music
648,street_music
651,siren
652,car_horn
654,siren
657,air_conditioner
658,dog_bark
659,air_conditioner
660,drilling
661,engine_idling
665,air_conditioner
666,engine_idling
669,siren
670,street_music
671,dog_bark
673,dog_bark
676,jackhammer
677,drilling
679,engine_idling
683,siren
684,drilling
685,engine_idling
686,siren
687,siren
689,air_conditioner
690,street_music
693,air_conditioner
694,engine_idling
695,street_music
698,children_playing
703,street_music
709,drilling
710,street_music
712,children_playing
713,drilling
714,engine_idling
716,drilling
717,children_playing
721,dog_bark
722,children_playing
726,children_playing
729,street_music
730,jackhammer
732,gun_shot
733,dog_bark
734,drilling
737,siren
739,dog_bark
740,jackhammer
742,siren
744,street_music
748,street_music
755,jackhammer
757,siren
758,street_music
760,children_playing
761,siren
764,dog_bark
765,air_conditioner
771,street_music
772,dog_bark
773,air_conditioner
778,dog_bark
780,air_conditioner
783,dog_bark
784,children_playing
785,dog_bark
787,jackhammer
790,gun_shot
791,street_music
792,street_music
794,drilling
802,air_conditioner
803,drilling
804,dog_bark
810,gun_shot
812,dog_bark
813,street_music
816,air_conditioner
817,drilling
819,air_conditioner
821,children_playing
824,car_horn
829,air_conditioner
830,street_music
832,engine_idling
833,children_playing
834,engine_idling
835,siren
839,drilling
840,drilling
841,dog_bark
843,siren
844,drilling
845,engine_idling
848,car_horn
849,street_music
850,siren
851,drilling
855,air_conditioner
857,dog_bark
860,engine_idling
863,jackhammer
864,car_horn
868,siren
871,street_music
872,engine_idling
874,children_playing
875,jackhammer
878,dog_bark
881,children_playing
882,car_horn
884,car_horn
885,jackhammer
886,dog_bark
887,drilling
889,gun_shot
891,children_playing
892,car_horn
893,children_playing
898,drilling
899,siren
900,air_conditioner
901,dog_bark
904,dog_bark
905,dog_bark
906,dog_bark
907,car_horn
911,dog_bark
914,car_horn
915,dog_bark
921,street_music
926,street_music
927,car_horn
928,car_horn
930,dog_bark
932,engine_idling
937,engine_idling
938,street_music
941,jackhammer
943,siren
945,jackhammer
946,street_music
948,drilling
951,dog_bark
953,street_music
954,car_horn
957,children_playing
959,drilling
963,gun_shot
964,dog_bark
965,air_conditioner
971,jackhammer
973,children_playing
975,gun_shot
977,siren
978,children_playing
979,drilling
980,jackhammer
985,air_conditioner
986,jackhammer
987,siren
990,drilling
995,drilling
996,street_music
1000,street_music
1066,air_conditioner
1068,siren
1069,siren
1070,engine_idling
1071,drilling
1072,children_playing
1074,engine_idling
1076,dog_bark
1077,engine_idling
1078,car_horn
1080,street_music
1083,street_music
1087,air_conditioner
1088,air_conditioner
1089,air_conditioner
1090,jackhammer
1092,children_playing
1096,air_conditioner
1100,air_conditioner
1105,car_horn
1106,children_playing
1112,street_music
1113,drilling
1115,air_conditioner
1116,siren
1119,siren
1120,dog_bark
1126,air_conditioner
1129,street_music
1131,engine_idling
1133,street_music
1145,jackhammer
1147,children_playing
1150,drilling
1151,children_playing
1156,children_playing
1157,siren
1168,air_conditioner
1174,car_horn
1180,car_horn
1181,children_playing
1182,car_horn
1183,jackhammer
1186,dog_bark
1187,drilling
1188,jackhammer
1191,street_music
1205,engine_idling
1219,car_horn
1220,drilling
1224,siren
1226,siren
1230,drilling
1231,dog_bark
1232,air_conditioner
1235,jackhammer
1236,siren
1237,air_conditioner
1240,drilling
1241,siren
1242,siren
1243,dog_bark
1245,air_conditioner
1246,gun_shot
1248,drilling
1251,siren
1252,jackhammer
1255,engine_idling
1256,air_conditioner
1261,drilling
1262,children_playing
1269,siren
1272,engine_idling
1273,children_playing
1275,engine_idling
1277,children_playing
1278,children_playing
1286,jackhammer
1287,dog_bark
1292,air_conditioner
1294,siren
1295,siren
1296,siren
1298,children_playing
1300,drilling
1302,drilling
1303,car_horn
1305,siren
1306,jackhammer
1308,street_music
1310,engine_idling
1311,children_playing
1312,engine_idling
1316,street_music
1318,jackhammer
1319,dog_bark
1322,drilling
1326,air_conditioner
1328,drilling
1329,engine_idling
1330,siren
1332,siren
1334,jackhammer
1335,engine_idling
1337,dog_bark
1338,street_music
1339,street_music
1341,gun_shot
1346,drilling
1349,jackhammer
1350,drilling
1357,jackhammer
1358,engine_idling
1361,dog_bark
1365,siren
1366,street_music
1367,jackhammer
1368,gun_shot
1370,drilling
1377,engine_idling
1380,car_horn
1384,street_music
1386,car_horn
1394,drilling
1396,drilling
1398,dog_bark
1399,engine_idling
1400,dog_bark
1409,air_conditioner
1415,children_playing
1417,gun_shot
1418,dog_bark
1425,gun_shot
1428,jackhammer
1432,drilling
1435,car_horn
1436,drilling
1447,jackhammer
1448,drilling
1450,air_conditioner
1454,siren
1458,dog_bark
1459,dog_bark
1460,engine_idling
1461,engine_idling
1462,street_music
1467,engine_idling
1468,drilling
1469,drilling
1471,gun_shot
1473,jackhammer
1475,drilling
1477,gun_shot
1478,siren
1485,children_playing
1488,car_horn
1489,dog_bark
1491,gun_shot
1492,dog_bark
1493,children_playing
1498,children_playing
1502,gun_shot
1503,siren
1506,jackhammer
1508,dog_bark
1512,drilling
1515,dog_bark
1518,street_music
1520,gun_shot
1523,street_music
1525,drilling
1527,siren
1530,street_music
1531,air_conditioner
1532,siren
1546,air_conditioner
1547,air_conditioner
1548,air_conditioner
1550,car_horn
1551,car_horn
1552,dog_bark
1556,jackhammer
1558,jackhammer
1560,street_music
1562,children_playing
1563,street_music
1564,gun_shot
1567,jackhammer
1569,drilling
1571,street_music
1574,jackhammer
1578,siren
1579,air_conditioner
1581,jackhammer
1584,street_music
1589,siren
1593,drilling
1598,jackhammer
1599,siren
1602,engine_idling
1603,street_music
1604,car_horn
1605,jackhammer
1606,car_horn
1614,air_conditioner
1615,car_horn
1618,drilling
1621,engine_idling
1623,siren
1626,engine_idling
1629,drilling
1633,children_playing
1634,street_music
1636,jackhammer
1651,street_music
1652,dog_bark
1653,gun_shot
1656,gun_shot
1660,drilling
1663,dog_bark
1666,drilling
1672,siren
1674,jackhammer
1677,drilling
1679,gun_shot
1680,siren
1681,jackhammer
1686,air_conditioner
1687,dog_bark
1688,street_music
1699,children_playing
1702,dog_bark
1705,air_conditioner
1706,engine_idling
1709,dog_bark
1713,dog_bark
1715,street_music
1719,siren
1720,dog_bark
1722,drilling
1725,drilling
1727,gun_shot
1729,dog_bark
1730,engine_idling
1731,street_music
1734,children_playing
1736,children_playing
1738,drilling
1739,engine_idling
1741,children_playing
1744,engine_idling
1746,siren
1748,street_music
1749,siren
1750,air_conditioner
1751,drilling
1754,car_horn
1755,car_horn
1761,drilling
1763,air_conditioner
1765,dog_bark
1767,drilling
1769,siren
1771,gun_shot
1773,air_conditioner
1774,gun_shot
1782,children_playing
1783,children_playing
1787,air_conditioner
1789,dog_bark
1791,street_music
1792,drilling
1795,street_music
1796,air_conditioner
1801,street_music
1802,jackhammer
1803,drilling
1805,dog_bark
1806,dog_bark
1808,engine_idling
1809,engine_idling
1812,jackhammer
1813,engine_idling
1817,dog_bark
1818,air_conditioner
1819,air_conditioner
1825,drilling
1826,drilling
1827,siren
1828,engine_idling
1829,children_playing
1830,gun_shot
1831,siren
1834,dog_bark
1837,siren
1839,drilling
1841,jackhammer
1842,children_playing
1843,dog_bark
1848,siren
1853,dog_bark
1854,drilling
1863,siren
1864,air_conditioner
1866,dog_bark
1867,jackhammer
1869,children_playing
1872,street_music
1873,jackhammer
1874,children_playing
1879,siren
1881,dog_bark
1883,dog_bark
1886,siren
1889,children_playing
1890,siren
1891,dog_bark
1892,children_playing
1893,street_music
1896,siren
1897,children_playing
1898,jackhammer
1899,siren
1901,street_music
1904,air_conditioner
1908,siren
1913,siren
1914,drilling
1917,street_music
1918,drilling
1921,siren
1925,car_horn
1927,air_conditioner
1929,air_conditioner
1933,siren
1936,siren
1938,car_horn
1940,children_playing
1946,dog_bark
1947,dog_bark
1948,children_playing
1950,dog_bark
1952,jackhammer
1957,car_horn
1960,dog_bark
1963,siren
1966,gun_shot
1967,engine_idling
1968,children_playing
1971,street_music
1973,gun_shot
1974,children_playing
1976,engine_idling
1980,air_conditioner
1982,siren
1986,car_horn
1987,drilling
1988,jackhammer
1992,engine_idling
1994,siren
1996,jackhammer
1997,air_conditioner
2001,dog_bark
2002,siren
2004,jackhammer
2008,jackhammer
2009,gun_shot
2010,siren
2016,drilling
2017,jackhammer
2019,siren
2020,street_music
2022,children_playing
2028,children_playing
2029,siren
2033,dog_bark
2036,jackhammer
2037,children_playing
2038,dog_bark
2040,engine_idling
2042,jackhammer
2043,engine_idling
2045,gun_shot
2048,engine_idling
2050,jackhammer
2054,drilling
2055,children_playing
2056,drilling
2057,car_horn
2063,air_conditioner
2064,siren
2067,air_conditioner
2070,jackhammer
2072,drilling
2077,dog_bark
2078,air_conditioner
2081,jackhammer
2082,siren
2083,siren
2087,engine_idling
2090,dog_bark
2091,drilling
2094,jackhammer
2095,street_music
2096,siren
2099,engine_idling
2102,street_music
2104,dog_bark
2105,dog_bark
2106,siren
2107,car_horn
2113,car_horn
2116,air_conditioner
2117,drilling
2122,gun_shot
2124,children_playing
2126,children_playing
2129,engine_idling
2133,air_conditioner
2134,siren
2135,children_playing
2138,engine_idling
2141,siren
2144,siren
2148,siren
2149,engine_idling
2152,street_music
2154,drilling
2156,street_music
2163,jackhammer
2171,drilling
2173,street_music
2174,street_music
2179,drilling
2185,drilling
2186,siren
2188,drilling
2190,drilling
2192,siren
2193,jackhammer
2194,car_horn
2195,air_conditioner
2197,street_music
2198,siren
2199,street_music
2200,air_conditioner
2201,dog_bark
2206,siren
2210,dog_bark
2212,siren
2216,siren
2224,siren
2225,drilling
2226,drilling
2229,drilling
2230,drilling
2233,gun_shot
2236,street_music
2237,engine_idling
2238,jackhammer
2240,siren
2246,drilling
2247,air_conditioner
2249,engine_idling
2250,car_horn
2251,siren
2252,car_horn
2256,siren
2258,children_playing
2259,car_horn
2260,air_conditioner
2262,children_playing
2264,engine_idling
2273,street_music
2275,children_playing
2277,dog_bark
2278,siren
2282,engine_idling
2290,street_music
2291,gun_shot
2299,siren
2300,street_music
2303,dog_bark
2304,gun_shot
2306,street_music
2307,children_playing
2308,air_conditioner
2309,engine_idling
2318,engine_idling
2319,children_playing
2323,air_conditioner
2327,children_playing
2329,children_playing
2330,drilling
2332,street_music
2338,dog_bark
2343,engine_idling
2344,engine_idling
2345,engine_idling
2347,engine_idling
2351,siren
2353,drilling
2354,children_playing
2360,children_playing
2363,siren
2364,jackhammer
2368,jackhammer
2369,air_conditioner
2371,engine_idling
2372,dog_bark
2378,air_conditioner
2380,car_horn
2382,drilling
2384,jackhammer
2386,siren
2388,drilling
2389,siren
2390,drilling
2394,children_playing
2398,dog_bark
2402,jackhammer
2403,air_conditioner
2405,drilling
2408,engine_idling
2411,children_playing
2415,children_playing
2419,dog_bark
2420,jackhammer
2421,children_playing
2424,siren
2425,air_conditioner
2428,street_music
2430,siren
2432,children_playing
2439,siren
2443,engine_idling
2445,gun_shot
2446,dog_bark
2447,drilling
2448,dog_bark
2450,car_horn
2452,jackhammer
2453,dog_bark
2454,engine_idling
2458,car_horn
2461,drilling
2462,engine_idling
2463,siren
2464,children_playing
2466,drilling
2468,siren
2473,siren
2474,street_music
2477,dog_bark
2478,dog_bark
2479,drilling
2484,engine_idling
2485,engine_idling
2487,siren
2488,street_music
2489,dog_bark
2493,dog_bark
2497,jackhammer
2498,jackhammer
2505,drilling
2509,siren
2512,street_music
2513,air_conditioner
2524,dog_bark
2529,street_music
2534,dog_bark
2536,dog_bark
2538,gun_shot
2539,children_playing
2541,siren
2542,engine_idling
2543,street_music
2544,car_horn
2548,car_horn
2549,street_music
2550,siren
2552,street_music
2555,children_playing
2557,gun_shot
2558,dog_bark
2564,engine_idling
2567,engine_idling
2568,siren
2571,street_music
2572,air_conditioner
2573,siren
2578,jackhammer
2580,children_playing
2581,jackhammer
2582,drilling
2584,children_playing
2585,jackhammer
2593,jackhammer
2595,dog_bark
2597,siren
2598,jackhammer
2601,siren
2603,dog_bark
2608,air_conditioner
2610,children_playing
2614,siren
2616,siren
2623,dog_bark
2624,jackhammer
2632,street_music
2636,children_playing
2637,drilling
2639,drilling
2640,siren
2641,car_horn
2644,jackhammer
2645,siren
2646,drilling
2647,car_horn
2650,drilling
2651,engine_idling
2652,drilling
2657,siren
2658,jackhammer
2659,siren
2664,siren
2666,siren
2668,engine_idling
2669,air_conditioner
2671,drilling
2676,air_conditioner
2677,children_playing
2678,dog_bark
2679,children_playing
2682,drilling
2684,siren
2686,car_horn
2687,siren
2689,engine_idling
2690,car_horn
2691,dog_bark
2695,engine_idling
2697,jackhammer
2699,children_playing
2700,gun_shot
2702,street_music
2706,children_playing
2707,street_music
2709,children_playing
2710,dog_bark
2711,air_conditioner
2714,jackhammer
2717,dog_bark
2721,car_horn
2722,dog_bark
2723,street_music
2728,drilling
2730,drilling
2733,engine_idling
2736,gun_shot
2739,siren
2741,engine_idling
2744,jackhammer
2750,jackhammer
2751,engine_idling
2752,gun_shot
2756,drilling
2765,jackhammer
2771,siren
2773,children_playing
2774,street_music
2776,street_music
2779,children_playing
2780,car_horn
2781,street_music
2783,dog_bark
2784,car_horn
2785,children_playing
2787,jackhammer
2788,siren
2789,siren
2790,jackhammer
2794,siren
2800,street_music
2801,air_conditioner
2802,air_conditioner
2808,children_playing
2813,engine_idling
2815,siren
2819,siren
2821,jackhammer
2825,jackhammer
2830,children_playing
2831,street_music
2832,air_conditioner
2835,siren
2837,gun_shot
2840,dog_bark
2842,drilling
2846,dog_bark
2850,dog_bark
2851,street_music
2854,siren
2857,jackhammer
2863,dog_bark
2864,engine_idling
2870,street_music
2871,engine_idling
2872,car_horn
2873,air_conditioner
2875,engine_idling
2884,siren
2887,siren
2889,siren
2890,gun_shot
2892,street_music
2898,street_music
2901,children_playing
2903,drilling
2907,air_conditioner
2909,drilling
2910,street_music
2912,engine_idling
2914,gun_shot
2917,gun_shot
2918,drilling
2920,street_music
2921,siren
2922,dog_bark
2924,siren
2925,drilling
2926,siren
2928,air_conditioner
2929,air_conditioner
2930,gun_shot
2931,dog_bark
2932,car_horn
2933,dog_bark
2935,dog_bark
2936,siren
2942,drilling
2943,jackhammer
2944,air_conditioner
2946,drilling
2950,gun_shot
2951,drilling
2956,children_playing
2957,air_conditioner
2963,dog_bark
2976,drilling
2984,air_conditioner
2986,air_conditioner
2987,engine_idling
2988,siren
2989,dog_bark
2991,drilling
2992,jackhammer
2993,drilling
2995,street_music
2996,drilling
2997,drilling
2998,gun_shot
3001,dog_bark
3004,street_music
3006,engine_idling
3012,gun_shot
3013,siren
3014,air_conditioner
3016,drilling
3018,air_conditioner
3021,drilling
3027,jackhammer
3030,children_playing
3032,children_playing
3033,car_horn
3034,siren
3037,drilling
3042,car_horn
3052,street_music
3054,dog_bark
